_unit_id,comment_text
KtDjSxX5z9bXJ+eV++dLSk3fARs=,"""==My talk page==

Hello Ugen64. i'd like to welcome you to Wikipedia. I hope you enjoy editing here and being a Wikipedian.   I am also currently in high school (age=17), and I live in Charlottesville, Virginia (very close to Fredericksburg, Virginia). You can learn more on the how to edit page. The naming conventions and manual of style pages are also useful. Feel free to experiment at the Wikipedia:Sandbox. If you have any questions about the project then check out Wikipedia:Help or add a question to the Village pump.    17:03, 16 Nov 2003 (UTC)

I was really looking forward seeing Middle name created. I didn't know I'd live to see it appearing! -D Keep up the initiative!  06:34, 20 Nov 2003 (UTC)

lol, I kinda had to fudge my way through some of it... good thing there's a posse of wikipediholics that followed in my wake and changed it all up -)  01:08, Nov 25, 2003 (UTC)

I'm no fan of edit wars either.  Sorry for almost getting into one. )
Columbia College and Columbia University are the same thing, but it didn't become a university until 1896.
The left margin on the image I think we agree on already.
This will be the second major thing I've found really iffy about the info on civilwarhome, I'm starting to not trust them so much.  I originally got the date from Webster's American Biographies, and have so far verified it on ,  and , who probably ought to know. -  22:06, 1 Dec 2003 (UTC)

I don't think there's any set way of replying, it's usually up to the individual.  I like this way because it gives the notification at the top (usually).
This is quite weird with the date; I could see there being some possible controversy between the first and second of June, since they're close together, but one would think the year at least would be unambiguous.  I'm guessing it's an error that got copied down repeatedly, but I'm not sure how to tell which one's right. -  22:18, 1 Dec 2003 (UTC)

I made some comments in Talk:Philip Kearny. And thank you for your additions, they're quite good. -  22:54, 1 Dec 2003 (UTC)

Dear Ugen64, Please, kindly, I beg you. Allow me to delete the green skinned opera. It is very repulsive. Both of us do not want to frighten people who never tried Opera with that strange look. I suggest you take another screenshot using Cocoa this time. ) BTW what do you think of my very unoriginal idea of taking screenshots of the Opera page instead of the earlier pics of Wikipedia home page.  2 Dec, 2003

Well... thank you for the change -) btw do you use Linux? I mean whats that funny sort of greenish-brown border around Opera? (I will like the screenshot of the wiki-opera page, but its just fine)  23:40, 2 Dec 2003 (UTC)

In response to your question on the requests for adminship page: to find out how many edits you have, go to your user contributions page, and keep clicking """"next 50"""" until you get to the end of them, then make a note of which page you're on (e.g. """"#650-700"""") to get a count to within the nearest 50.  Click on """"hide minor edits"""" first if you want a count of only non-minor edits.  20:09, Dec 6, 2003 (UTC)
I hope mav doesn't count his edits this way! If anyone runs Python I can send you a script that is as nice as it can be to the server.  (talk) 10:29, 7 Dec 2003 (UTC)

Hi, for military-theme articles like US 2nd Armored Division I generally use the dd-mm-yyyy style for dates because that is the US military standard, and that's what readers (US or otherwise) will expect to see.  Pretty much the only audience for mm-dd-yyyy is US civilian topics.  03:51, 7 Dec 2003 (UTC)

No biggie, not every article is consistent on this point now. But there are hundreds of US military articles using dd-mm-yyyy, thought I'd save you thinking they needed to be changed.  04:04, 7 Dec 2003 (UTC)

Hi, how did you replace the United States v. Eichman page so quickly? Had someone moved it?  02:10, 8 Dec 2003 (UTC)

Oh, I see. It was "
iBwqmrHFeHtq7TvgN5TWKiTVESQ=,"Adam,
Someone else has managed a null entry on Lightning (like I apparently did).  Also: my null entry has been removed from the Lightning history, and your query to me on my talk page has also been removed (including from the history of the page).  Any idea what is going on?  Thanks  15:43, 9 Apr 2004 (UTC)"
2SmZkhUl59jFWlXlaGwYu8SN5O4=," What did you mean by that last response?  "
0/osWlsCi6riR6UXnc2Cs9cjeuA=," I simply do not accept your invented interpretation of that quote. -JWS"
ppka8be0MQsQ2myaW6bzQEKTpEk=," Prior to Quickpolls, he would have been perma-blocked by now. Guess I'll remove the block again. As soon as I get time, which will probably be about November. If you've got any brains, you will let that particular troll sleep on. Best. "
fG0NFhtU20NkrQOhCLpGxTvH3Ao=,"   | Talk 18:14, 10 Apr 2004 (UTC)
This is the discussion page for an anonymous user who has not created an account yet or who does not use it. We therefore have to use the numerical IP address to identify him/her. Such an IP address can be shared by several users. If you are an anonymous user and feel that irrelevant comments have been directed at you, please create an account or log in to avoid future confusion with other anonymous users. "
PJOg9sOCWq1onKG8Ub8N9Yg308s=,"""
HaADaBAdAbflll!!!

~~From VfD debate on fractional electrodynamics, I wrote:

Delete with prejudice. Mr. Baas, having presented us with fractional probability, fractional paradigm, and fractional calculus already, now attempts to hose us once more. Denni 00:01, 2004 Apr 8 (UTC)

Delete with prejudice""""
(Baas)Ya, you're not supposed to let anyone know that you're prejudice or bias.  Then people disregard what you have to say because it's unsubstantiated, by definition. (definition of prejudice)

Also, may I remind you that character attacks are against wikipedia policy.

Also, in a formal debate, character attacks are considered bad form.  And prejudice certainly isn't considered an argument. In fact, it often causes one to believe and say things that are not true, as Wile has pointed out.  16:09, 8 Apr 2004 (UTC)

(Me)Evidently, English is not your mother tongue, so I can forgive you in misunderstanding that """"Delete with prejudice"""" does not refer to you, but to the article. I have spent some time observing your efforts to create articles which lack the barest semblance of connection to current mathematical research, and to be extremely rude to other Wikipedians when they quite reasonably ask for reliable references and sources. What I know of your work tells me that, even if there is some sense to what you posit, it lacks any context with which to connect to contemporary mathematical thought. It therefore constitutes, at best original research, which is explicitly unacceptable here, and at worst, what I will call delusional thought. It therefore has, in my opinion, no place in Wikipedia at this time, if ever. As I said earlier, call us after the Nobel is awarded.

I would request that any further discussion you may wish to carry on be done on the appropriate talk page. I do not welcone you on my own talk page. Denni 04:39, 2004 Apr 9 (UTC)

""""Delete with prejudice"""" response
(Baas)This is not your territory.  This is the terrority of all who have a voice.

You contradicted yourself when you said that your prejudice was not with me but with the page, and then went on to explain how your prejudice was with me.

Then you insulted me.  Insults are not conducive to meaningfull discussion, nor do I in any way appreciate them.

Your failure to see connections is no evidence of intellectual omniscence.  This would be, in fact, an oxymoron.  Your arguments are overly presumptuous. Consequently, I feel no need to rebuttle. 

Furthermore, your attitude is unrespectably hostile.  09:31, 9 Apr 2004 (UTC)

(Me)As you seem unable to separate your ideas from your identity, it may have seemed like I was criticizing your identity, or """"self"""", as we say in the business. Try as I might, I found nothing in my comments which discussed you negatively as an individual, even to an innocuous level such as not brushing your teeth (and I'm sure you do.) Throckmorton and Hilfiger, though, in a paper published by me in 1997, say that """"idea"""" and """"self"""" are related through fractional intellidynamical impulses which emanate first from the self to the idea, and then back to the self, thus creating a a semantological unificationality of dogmatic theses. In other words, ƒ (i,s) ‡ (Ω +> bbb>ddd) Sorry, I had to invent my own symbols to show the universal relevance of this code, and the government is still on my case about all those phonecalls to the Minister of Foreign Affairs. Anyway, I inderstand =perfectly= that your ideas are beyond value to Humankind, and will rush up and down the street ensuring that each and every person I talk to =MUST= email Wikipedia this minute and let them know how it is you plan to save this universe from conquest by the aliens, or bad water or something. How about you call me in, oh, three or four weeks? Denni 23:23, 2004 Apr 9 (UTC)

(Baas):Grow up.  23:42, 9 Apr 2004 (UTC)

(copied from User talk:Kevin baas) My user page is not yours to edit. However, I can't stop you, so go ahead and be a troll. Have fun. As far as growing up goes, I'll just point you to a mirror, little boy, and ask how long it's gonna be before they can buy the long pants for you. I didn't ask you to engage in any conversations with me, but if you like flame wars, hey, me too, and nothing smells better than roast troll. 

Talk pages are append-only.  This is a talk page.  Restructuring is not appending.

Don't worry about me editing your user page.  I have left t"
FjIers3/lnuumcfbkqzYCS//uIA=,"KISS-FM is a name used by a large number of Clear Channel Communications radio stations that broadcast the Top-40 format.

Is there a list of these anywhere? The FCC only lists one station with the callsign, in San Antonio: .  01:11, Apr 11, 2004 (UTC)"
XaXU+9bQd2CMkPP1bamqRmqZp7g=,"""Suggest move to Ieper on the basis that that is its Flemish language name.

The argument against is that its common usage in English language is Ypres, after British experience with it in WWI.  The Belgian army exclusively used French language due to sectarian(?) issues in Belgium at the time and this was passed on.  Then again, perhaps it should be moved to """"Wipers"""", as the British knew it.  11:42, Apr 12, 2004 (UTC)"""
KJ9Qo1X7TUz+YAg0HoGrr+rInkQ=,"""The below is pasted from Wikipedia:Votes for deletion when this article was at its original title UK Railway Stations 1 (with others at 2-5)

And numbers 2 - 5: A list of railway stations with no wikification.  Not sure if it could be made useful, but is not at present.  Certainly the postcodes should be removed.  16:08, 2 Apr 2004 (UTC)
 KEEP - Acts as a useful index page to UK Stations:
Postcodes now link to Multimap station location maps
Station codes are interesting new information. 
It's much more a candidate for 'Cleanup' (and chopping up into smaller pages which are renamed?) than VfD.  04:45, 3 Apr 2004 (UTC)

Keep - can be further developed with links from and to towns, info about the stations, etc. R and S in the page names should be lower case, however. 20:59, 2 Apr 2004 (UTC)
Rename. It's a good idea - as long as it doesn't duplicate the lines already covered in the London Underground list. However, UK Railway Stations 1 isn't the best name.  23:19, 4 Apr 2004 (UTC)
Keep - codes are really useful. Could add """"http://www.livedepartureboards.co.uk/ldb/summary.aspx?T="""" before each code so that it links to live departure information for each station. E.g. http://www.livedepartureboards.co.uk/ldb/summary.aspx?T=WAT would provide info for London Waterloo.
 Done for all UK Railway Stations 1 - UK Railway Stations 5. Excellent hack - thanks. Then perhaps someone (me?) should chop the pages into something smaller & more managable, and put an A-Z index together...maybe later.  18:49, 6 Apr 2004 (UTC)
Keep but rename to something like UK Railway Stations A-E. Also, some of the stations have articles already - all should be linked.
Keep. Maybe some cleanup issues, but Wikipedia is also an almanac.  14:05, 12 Apr 2004 (UTC)
Keep - useful.  Maybe rename to UK National Rail Stations
 Keep - a lot of work has gone into this.  16:30, 12 Apr 2004 (UTC)
And in conclusion, UK railway stations - A - UK railway stations - Y and lots of wiki linking &c; &c.; Sadly this means there are 24 pages to remove the VfD from...   17:17, 12 Apr 2004 (UTC)"""
Jjuh0wd98/qu+QOHuyzUzpTlvoI=,"Done. I hope to everyone's satisfaction, I didn't try the irreversible history merge as the only author losing credit is me, and I think that's OK. Also notice that desiccator was on Wikipedia:List of encyclopedia topics (20), so we've patched a small but significant hole in the coverage along the way.  18:21, 13 Apr 2004 (UTC)"
GpAVd1o7/PX9Z/Y+Zc/bzMN9i/A=," WP Trust Metrics 

Dear YourRD, what do you think of this ?  (looking for initial feedback before any public debate) + 08:05, 2004 Apr 14 (UTC)"
g3yMQsN3sNJXn4Ict3sVPAd7z1Y=,"""

 It seems that the Moldovan government's sites are often self-contradictory. ) Anyway, I found that they switched from the Romanian-style of """"judete"""" to Russian-style of """"raioane"""" in February 2003. 
 I did a google search, but I couldn't find a map with the new 32 """"raioane"""", but only an older map with 40 """"raioane"""" .  | Talk 19:35, 14 Apr 2004 (UTC)~"""
x/I2bbrBNbUVMnkrL95PzEKDGQY=,"And you have to admit that Wik has a much better claim to adminship than Ryan524, right?   02:21, 15 Apr 2004 (UTC)"
0iC36KwhavxX43s/zGNwxQ+gyFU=,"Explanation of the changes:
1) There was revert war over Gdansk/Danzig. Danzig (Gdansk) is a compromise which was supposed to stop such revert war (ridiculous: take a look on  article history. It is article about Polish-German painter, yet the last 50 changes were edits changing Gdansk to Danzig and vice versa
2) Danzig is nt just German name. It's also name by which still the city is known in English world, although the fact probably will change in the future. Therefore it's reasonable to mention both names
3) There is no such case, i believe, with Frauenburg. It's small city so there is no point in making alternative name too."
usdAz3lRvyhSXcFw/RwDvYC/fy4=,", 15 Apr 2004 (UTC)

M, This colon convention gets out of hand after maybe two. 
I've just looked over the articles you suggested I might take an eye to. We will have something to discuss, I see. You don't take on small issues! Much more daring than I am. 
I can have more to say later, of course, but first impression sis that there may very well be POV objections to most of these on grounds of opinion. Now that's inevitable in any sort of political or historical analysis and the best anyone can probably do is scratch a little rhetorical dirt over the most blatant. It's the basis for academic debate in these disciplines. Politics, though, is important, not just scholasticim redux and so it's worth doing. Enough blather. 

I see a major problem in that your perspective is too temporally narrow, POV allegations aside. I trace the Big Break (realignment or whatever) in American politics to the Bull Moose. Until then, both the Republicans and Democrats were broad parties with support from all classes, regions, etc (well, the Solid South was an exception for the obvious racist reasons, but...). When Teddy took the Progressives out in 1912, he made Wilson's election nearly certain and more importantly in the longer run, many (most) of those folks never went back. Think of La Follette or George Norris or Hiram Johnson, progressives (small p) all, and all (I think) Republicans. They wouldn't have been important or comfortable in the GOP of Harding, Coolidge, Hoover, Taft (pere ou fils) and their intellectual descendents weren't. It was the Repuplicans who staged a generations long witch hunt for Commies and unAmericanism. Even thouhg it was an idiot Democrat who started HUAC (Martin Dies  and he had a Soviet spy (!) as a fellow member  Dickstein I think it was). but the GOP found the structure conveninet to use. 
Think Nixon from his first election, or the GOP tolerance for McCarthy, Tom Delay, Newt Gingrich, Bomber Bob Dornan from California, etc. The 'Rockefeller wing' (misnamed) of the GOP was the last remnant of the people Teddy had taken out. Goldwater just made the ideological contraction more evident/blatant/inescapable. he wasn't actually very much in tune with the modern conservatives now dominating the GOP. Too independent of a specific agenda. 

This leaves the Dems as the only broadly based party, but remember that old saw about belonging to no organized party, I'm a Democrat. That's a distortion of the historic American pattern of two substandtial widely based parties, plus some minors. Maybe that pattern is changing, or not, but it's abberrant.

Enough. Have to go anyway. Tell me whether anything I've said is of any use.  23:41"
Z5WXgYU+r04JVmK9Ke7MTkp6LoE=,"""

 baiting Paul 

I don't think its entirely fair the way you are searching about for paul to call you a name, in order to use it against him. He is clearly uncertain of what label to give you, and any lable he did use is apt to be offensive (""""jew"""", """"commie"""" """"wanker"""", etc.. ;). IMO paul is a salvagable nutter, who is a resource to the wikipedia on the pages where he makes his 'home'. Yes, he is unpleasent, but wiki-punishments for wiki-crimes only work on sane wiki's, who don't have aol. Paul appears to have aol, and besides, crazy wikis can use http://anonymization.net/ or whatever to inflict us with their wackiness. Paul has shown me that he is able to compromise, and is at least vaguely interested in producing a quality article. This combined with his extensive hate group wisdom tells me that he should be worked with, or around, but never provoked. The last thing we need is to turn him into a bona fide troll, which he is not, btw. Thanks for your time, Cheers  Spade 02:52, 16 Apr 2004 (UTC)"""
rhoAO4pECC+jZhFmg4xQkl3m9p4=,"Thank you very much. Interestingly, the articles came almoust at the same time, as the English one.
I learned about the phenomenon in an English linguistic group and found similar words in German language. There seem to be much more such words in English than in German.

Best regards - Bernd  12:55, 16 Apr 2004 (UTC)"
/wHguc0rgn/iDE4GIfGSBfYZBZY=,"""

Hm, les Tricolores? Several sources indicate that """"Le Tricolore"""" is the correct term, haven't found any references to """"Les Tricolores"""".  15:11, 17 Apr 2004 (UTC)"""
ygIM4nDx39uto4cvztL33eCraiM=," Lincoln College, Oxford 

According to Lincoln College, Oxford, Richthofen was a distinguished alumnus of the College. The article doesn't mention when he was at Oxford. Does anyone know?  19:55, 17 Apr 2004 (UTC)"
sp25qlBameruTXYQ8Rjj329UxaI=,"Thanks, but please don't vandalize the page next time.  21:53, 17 Apr 2004 (UTC)"
XT3SSAINbIXUJkGTyAMlu7qN8y4=,"Hello Peter, welcome to Wikipedia.

You might find these links helpful: How to edit a page, How to write a great article, Naming conventions, Manual of Style. You should read our policies at some point too.

If you have any questions, see the help pages, add a question to the village pump, or ask me on my talk page. I hope you enjoy editing here and being a Wikipedian!
You can introduce yourself on the new users page.
You can find lots more information, including open tasks and daily tips, at the community portal.
You can sign your name using three tildes, like this: ~~~. If you use four, you can add a datestamp as well.
Before saving a page, it's a good idea to use the Show preview button to review your edits. Also, consider writing a summary for each edit.

Again, welcome!  04:26, 19 Apr 2004 (UTC)"
MEwoqaOIC5DRrMd6Vq0qK0aPF1Y=,"I have heard the story that the bolo punch was brought into boxing from eskrima by Filipinos sparring with boxers (I heard specific names, but I'll have to look this up).  Any corroboration/contradiction?  05:04, Apr 19, 2004 (UTC)"
L8uUvYOA2KXKeyZxFxF36442Lsk=,"""

I agree with most of that. But there does need to be a section devoted to criticism, as w any confrontational/controvercial/etc... subject. Anyways, I have been saying I am pretty much done w this article, which is largely due to my lack of both interest and expertise. The important thing to me is that things stay NPOV and factual accurate, which includes among other things retaining/expanding information about objections to the concept, and not trying to say that anyone """"defends heteronormativity"""". I agree w you about prose being improved, and while I am not of course looking to do that, I must express a concern that things remain fair and reasonable in regards to areas capable of rationale debate. Cheers,  Spade 05:11, 19 Apr 2004 (UTC)"""
bgMZqZxtFrbIIRcjSzZmwYXJkwY=,"""

66.185.85.80's rant

Presently, we are witnessing  an open war against Croatian Dinaric culture.  Croatian Left often portrays this culture as """"primitive"""" and """"rural"""" (even """"fashist"""") being  in  service of Conservative HDZ party. Croatian writer Predrag Raos, for instance, """"performed"""" on gusle instrument in Zagreb on several occasions this year (2004) with only one intention - to ridicule the same instrument and its rich poetic tradition.
 
Another """"apostle"""" of Croatian Left - Miljenko Jergović - refers to his political opponents on the Right as """"gusle players"""". 

Some even claim the Serbian origin of Croatian Dinaric culture following the line of traditional greater Serbian propagabda (all štokavian people and their culture are Serbian). However, Croatian Dinaric folklore and its rich gusle heritage is primarly Croatian. Dalmatian costal region has been historically associated with this culture. For example, the first written document about the most popular folk hero of traditional gusle music, Marko Kraljević, is associated with Dalmatian island Hvar through Petar Hektorović's book """"Ribanje i ribarsko prigovaranje"""", 1568). Also, the first historical document which mentioned gusle player and its instrument originated in  Dubrovnik (1547). Even now, a contemporary Croatian writer (born in Dubrovnik) Stijepo Mijović Kočan tells us a story about his uncle (also from Dubrovnik area) who could memorize numerous gusle songs (Stijepo Mijović Kočan: Gusle, Glasnik, May 25, 1992, p. 42). Dubrovnik is also a home of Anica Begin (born Kalafatović, 1816), a daughter of famous gusle player Ante. Although illiterate, she was able to recite by heart an immense number of gusle songs, some of which were recorded in antology of Croatian folk poetry. 
 
Not far from Dubrovnik, another coastal city - Makarska – was  also a bastion of Croatian gusle music. Actually, this region could be considered the Capital of all Croatian gusle players. This Mediterranean area  also gave birth to  Andrija Kačić Miošić (18th century Catholic priest), who is  viewed as the father of all gusle players of Croatia and beyond. To honour Kačić's work, Ivan Meštrović, the most famous Croatian sculptor, built a sculpture in America showing Kačić in his priestly clothes  playing gusle instrument.  

In addition to Kačić, Makarska Littoral produced a great many other followers of Croatian gusle music. According to dr. fra Karlo Jurišić (who quotes the work of Croatian folklorist Stipan Banović), Zaostrog alone  produced a great number of gusle players starting with Stipan Kosović-Kudrić (1771-1818) and culminating with the most known Mate Banović – Trliš (1844-1915).  As for Dalmatian women, they didn't play gusle (it's    considered   a male activity only), yet they were actively involved in spreading  gusle music  by  imitating its sound. 

Olinko Delorko, the researcher of  Dalmatian  folk poetry in the 1960s, states in his book Ljuba Ivanova (1969) that most of his Dalmatian folk poetry collection was obtained by  women, especially the ones from the island of Hvar. 

The Zadar Littoral also witnessed strong gusle tradition. English writer Maude M. Holbach, travelling through Zadar region in the first decade of 20th century  states in her book  """"Dalmatia: The Land Where East Meets West"""" that the gusle was the national instrument of the region. As for Dinaric dances, which took place at markets and certain festivals, they  are very picturesque and interesting, and worth going a long way to see, being a survival of ancient custom probably unique in Europe (p.54)

This admiration for Dinaric folk music, particularly gusle, was seen in both Dalmatian Litteral and  Hinterland.  Matija Murko, the researcher of this literary/music forms,  had reported   that during his trips  through Dalmatia in the 1930s, he saw a child, barely three years old playing gusle (Eduard Osredečki: “Hrvatske narodne junačke pjesme”, Željezno-Beč, p. 9)

Now, lets  take a look at  the names of some Dalmatian sports clubs and organizations: Hajduk, Junak, Gusar, Alkar, Uskok, sinjska alka, etc. What do they have in common? Of course, their names refer to the heroic gusle tradition of the region. 

Having this in mind, one wonders why this proud Croatian heritage has become almost  extinct.  Why do we have so few gusle players today ? Is it a  result of  unavoidable urbanization  of  modern Croatian society where peasant culture is being considered  inferior to global  rock 'n' roll  culture ? If so, why has tamburitza music of Northern Croatia  gained wide acceptance from the Croatian establishment while its  Dinaric counterpart (gusle music) is looked upon with suspicion and  open hatre"
v7OnPqpzgYJOjzDJyQ24x72BBNs=," Thanks for advise 

Thanks you for your advice about how to use picture."
EX8D2vFhgtmKcOlarLraxkmummw=,"Does anyone know why this guy is so little known? There appears to be nothing on him apart from the MERLIN project.  00:09, 22 Apr 2004 (UTC)"
GvQUQad7dkGtShr3hFIIWNCoZMI=,"Alright, I've protected it. On VV's version, as it turns out, but only because that was the most recent version.  If another, less involved, sysop wants to choose the other version, whatever - I figure I'm perhaps on thin ice protecting at all, but I wanted to stop the edit war.  08:07, 23 Apr 2004 (UTC)"
6Ouz5NQWpZH/Ls4lnO5ZuVIVCfE=,"Wow Arvindn that was fast.
Ok I will check back tommorrow and see what it looks like.
murph 09:24, April 23, 2004"
fHntvYoKUj1EHUTV/L54TRdyDyo=,"""

 region or land 

I found your edit on Livonia via Recent changes.

I guess you have a reason for calling it """"a historical region"""" in the first line and then """"a land"""" a few lines down. Isn't """"historical land of the Livonians"""" more appropriate and fully in accordance with what you write? I'm just curious!

But I changed """"Finnish"""" to """"Finnic"""". It's just a convention, but they weren't Finnish yet if they were still in Balticum, if you see my drift. -)

/ 01:28, 24 Apr 2004 (UTC)"""
C2XaIv2nDgkxE5FMfEypLccP7yM=,"Fish name capitalization
Although I'm tempted, I'm not going to get into edit wars on capitalization of fish species names. However, if you're going to take it upon yourself to go against the standard, please at least go to the trouble of changing articles throughout; by changing just the lead and taxobox, you're making most of the articles internally inconsistent in style, and they look ridiculous as a result.  03:48, 24 Apr 2004 (UTC)"
VfkuIawPLuE9fNADNg0tqZe83lY=,"""Calling the only Conservatives response partisan is not neutral. Both parties see the other as partisan, and themselves as acting in the national interest. Furthermore, the Conservatives have made their exact reservations about loss of sovereignty quite clear. Don't use phrasing that implies the contrary.

'the influence of the right-wing and American-friendly press' makes it sound like all the press meet that description, but their are not many who consider the Guardian to be either. Also, do papers dictate their readers opinions, or copy them? Since that's highly debatable, don't assume a position. 

'fear of """"loss of sovereignty"""" — a fear not apparently present on the continent' Scare quotes are partisan, and there are polls showing 40-50% opposition in France, which is on the continent.

Shorter paragraphs are more readable on screen."""
PB79wNK+ZMnwXOq5RCtFFT5MXUo=,"Duplication of vfd talk
Are you going through to check for conversations that have been accidentally deleted now?  A convo I was taking part in has now completely disappeared... -(   | Talk 16:44, 24 Apr 2004 (UTC)"
G8p9dT27QQehPZLyDl7ZxI4Zx/w=,"""
This seems to be the """"Rishartha"""" vandal (Wikipedia:Vandalism in progress). One of the logged out vandalism edits they've made is from 67.1.38.104 (0-1pool38-104.nas2.eugene1.or.us.da.qwest.net Qwest dial-up in the Eugene, Oregon region). If this continues blocking the IP range is an option, although it may block legitimate contributors from the ISP so I'd prefer not doing that.  22:50, 24 Apr 2004 (UTC)"""
32hlVE2WjTFbZZWIUosXfasHONM=,"Sealand
I don't see why including Sealing is making fun of the wikipedia. After all, it is not legally recognised as a state, but neither the UK nor the UN have done anything to stop Sealand acting a fiscal paradise. Theoretically, the Vatican State could also apply to join the EU. Is that funny too?"
GU8M1SVcyvHMa8S9nwUWSRLejMQ=,"Last sentence: I do agree with Nico in the disagreement on calling the town 'annexed by the Nazis'. 'Annexed by the Germans' seems indeed more senseful to me.  17:56, 26 Apr 2004 (UTC)"
U3nQw3COHsYF3v4/NvDDqCKRTvU=,"The original line I agreed to was this. 

The United States cancelled its offensive biological weapons program by executive order (November 1969 and February 1970) and appears to have destroyed all biological weapons by February 1973.

Now, once again, the first line is from several dozen sources, so if we list one, (i.e. According to the U.S. government) then I say we list them all. The second point of contention and appears to have destroyed all biological weapons by February 1973 can be verified via a FOIA request. I would not object to leaving that in.  17:20, Apr 27, 2004 (UTC)"
wXtqGWm2DCDDrSRiMB/VYPfStak=,"""

SDMB
I'm """"Wikkit"""" on the SDMB and you're the first person I've run into on here whose name I recognized. Do you know of any other dopers here? Glad you're here.  Ben """"Wikkit""""  22:02, Apr 27, 2004 (UTC)"""
m0rv2V65oNkCE0PJDkVS1U/btNc=,"Thanks for experimenting with Wikipedia. Your test worked, and has now been removed. Please use Wikipedia:Sandbox for any other tests you want to do, since testing material in articles will normally be removed quickly. Please see the welcome page if you would like to learn more about contributing to our encyclopedia. Thanks.   | Talk 00:40, 28 Apr 2004 (UTC)"
ArYUztaLJo8D/mwb9QQnTJLP/5Q=,"Hi. Yes, I'd noticed. It's always gratifing to know that you've succeeded in enraging a crackpot/troll/content perverter - using nothing more than facts  and consistent, rational reasoning - to the point where they view you as a threat worthy of hysterical co-ordinated ad hominem attacks. Still, I can't help feeling a little pity for someone so obviously thoroughly screwed up. It can't be easy having to live with that level of festering anger chewing away at your insides.  01:54, 28 Apr 2004 (UTC)  "
CW3NYlU6KKAXPmKuLnEOQd19VU4=,"This article doesn't suppose to focus on defining consciousness, it only supposed to describe the aspects of consciousness what are relevant for AC, and why they are relevant. I don't know whether AC would exactly be a superset, but I think that it would describe that what is objective, and therefore most likely common in different possible types of consciousness. I don't also see why R2-D2, C-3P0 and HAL are artificial consciousness, and don't see the reason why they were added. I added Vanamonde, what I think is a good example of AC, and Jane, what was mentioned to be artificial sentience. Who thinks R2-D2, C-3P0 and HAL should be there, may explain.  10:10, 29 Apr 2004 (UTC)"
FIgn8kDOLWnfKOysSkI8waFQLfk=,"Proposal for Oil for food
Hello  I've made a proposal for trying to make some progress on Oil for food. The proposal is here: Talk:Oil_for_food#A_proposal_and_some_suggestions_for_moving_forward.

Please read it over and indicate if you feel that you can accept it as a way of making some progress. Thanks, |Брайен 13:09, Apr 29, 2004 (UTC)"
oflv9Czf0PjQRbnQy0q4FoDFvR8=,"""

Oh, my goodness gracious.  Yes, of course. How could I have ever said that? Those early transistors were just barely capable of handling signals in the 550-1600 kilocycle broadcast band and couldn't have done squat at 88 megacycles. (Note period reference to """"cycles."""").  13:43, 29 Apr 2004 (UTC)"""
qnmPm/4GLlAcfDRRenDBX24UBBI=,"""

If this be true, seems like the Irish got this right. """"Amn't I"""" or """"ain't I"""" appears more appropriate than """"aren't I"""".  | talk 15:26, 2004 Apr 29 (UTC)"""
GMtmUy8tDSHTCW/1g+3TkiO2YqI=,"""Hello """"Kegill"""" and welcome to Wikipedia. A few tips for you:

Peruse Wikipedia:Welcome, newcomers and associated pages, such as
Wikipedia:How to edit a page
Wikipedia:How to write a great article
Wikipedia:Naming conventions
Wikipedia:Manual of Style
You can experiment in the Wikipedia:Sandbox.
Sign talk page entries with ~~~~, which is automatically converted to a name and date.
If you have any questions, see Wikipedia:Help, or you can a question to the Wikipedia:village pump.
 I hope you enjoy editing here and being a  Wikipedian   16:58, 29 Apr 2004 (UTC)"""
RKVCUWhOpa4wVlg2MLxYbEarYuU=,"Would you please stop with your vandalism? You risk to get blocked from editing if you continue. For playing around we have the Wikipedia:Sandbox.  08:46, 30 Apr 2004 (UTC)"
7p3uQQ2zpniuX6LjBiyIlNsQhrA=,"""Welcome to Wikipedia! Your articles and edits are very helpful and appropriate; keep up the good work! Feel free to drop me a message at the """"talk"""" link beside my name.  ↕ T@Lk 00:23, May 1, 2004 (UTC)"""
6HH9YiuyyV1sbl2Sja7SErWYob0=,"Huh, I plotted the CIE data and it's indeed rather different. Reading the reference I got my graph from, it seems its data comes directly from spectrophotometry of the cone cells themselves, but says that there's a whole bunch of processing that goes on after that, in the retinal membrane and the brain. This colour vision stuff is more complex that it looks.   "
8NwJk/q0o2EvKX86oqaoYBsvbSQ=,"Pic copyright
Hi! and welcome.
I live in Bristol and I've been on Wikipedia since January 2003. I just want to make a small point; it's a requirement that you say if your pics are public domain or whatever. I just looked at Notre-Dame de Paris article and I notice there is no copyright or PD notice when I click on the mag glass.
I don't understand the details of the GNU Free Documentation Licence and luckily I don't have to worry because many of the thousand pics I've put on WP are my own and I've declared them all to be PD. The rest are off PD web pages or I've got permission to use them.
At any rate, some mention of the pics status must be given on the page you get when you click on the mag glass. I've started using the automatic message, which is  {{msg:PD}}, underneath my own message. Have a look at Saab 340 to see what the PD message produces.
Also you could have a look at the Image Description Pages from User:Arpingstone/pic list for ideas on how to do messages.
Best Wishes,  "
JBVZZ21ZEM4aeJnvmzWVgt+LFQI=,"Please note that Wikipedia is intended to be an encyclopedia, not a collection of links to other resources. (See What Wikipedia is not for more details). Please feel free to write articles on any of these topics!   "
